App Name,App ID,Price,Rating,Number of Ratings,Developer,Size,Minimum OS Version,Content Rating,Genre,Year
Commando 3D: Gun Shooting Game,1600037833,Free,4.5,4,SPIRIT APPS,170681344,12,17+,Action,2022
Legends at War,1619602474,Free,3.76923,13,Solert Games Inc.,433352704,12,12+,Strategy,2022
Kingdom Wars2,1571629378,Free,3.76923,13,"Springcomes Co., Ltd.",127100928,12,9+,Strategy,2021
Off-Road Transport Trailer,1450350342,Free,1.0,1,TONG VIET LINH,176481280,7,4+,Strategy,2019
"Сека:Seka,Тринка,Онлайн игры",1518746489,Free,4.85714,14,"Jigi, TOO",60066816,12,17+,Strategy,2020
Ork Monster Hero Game,6503191077,Free,0.0,0,Sana Ullah,305818624,11,12+,Role Playing,2024
Dice Dungeon:Roguelike Deck,1612426518,Free,4.33333,24,3B-FIN COMPANY LIMITED,245284864,12,9+,Strategy,2022
One Path - Draw Connect Dots,451390680,Free,4.0,15,Beijing Huatian addition software development center,51899392,11,4+,Strategy,2011
Klondike Solitaire - Classic,822158529,Free,5.0,2,MmpApps Corp.,21362688,12,4+,Entertainment,2014
Reversi Classic,1475214817,Free,4.57447,47,"JingChu Science and Technology Co., Ltd.",37011456,13,4+,Entertainment,2019
DreamCast: Audiobook & stories,6673898734,Free,5.0,1,德源 朱,88870912,12.2,17+,Lifestyle,2024
Fill-In Crossword Puzzle,1614209230,Free,4.44444,9,Hieu Hoang,124525568,12,12+,Education,2022
Kids Animal Games,556591862,Free,1.0,1,Simha Studios LLC,50992128,8,4+,Strategy,2013
Trench Warfare 1914: WW1,6502624896,Free,4.74418,43,Koco Games Private Limited,159978496,12,12+,Strategy,2024
Swipe and Unroll the ball,1294210397,Free,4.5,18,Arnon Kreethawate,69870592,8,4+,Strategy,2017
The Exorcists: Tower Defense,1198074852,Free,4.36842,19,MOBASO,131057664,9,4+,Strategy,2017
驯龙海盗-全民海战之英雄联盟(战舰3V3对战 3D战龙5V5争霸PK手游),1032230861,Free,5.0,1,Xiamen Jiju Network Science and Technology Co. Ltd.,345876480,7,12+,Strategy,2015
Demolition Derby Hunting Clash,1492910328,Free,3.81818,11,Supercode Games,196263936,12,4+,Racing,2020
Crossy Chick Running,966400320,Free,3.8,5,Makeover Mania Story Games LLC,16911360,8,4+,Simulation,2015
Stoke Fire,6538715618,Free,4.625,8,Noah Bragg,29217792,13.4,17+,Casual,2024
Checkers Game ‣ Dames,1467997325,Free,4.18182,11,badr masti,91163648,11,4+,Strategy,2019
Chinchón TxL,472686905,Free,3.0,3,Jose Luis Gonzalez Moreno,31490048,12,4+,Card,2011
Ship Captain Mate & Crew,956205263,Free,2.33333,6,MmpApps Corp.,17082368,9,4+,Strategy,2015
Legend Soccer Clicker - Become a Football Star!,1205687375,Free,4.28571,7,TPG TECNOLOGIA DA INFORMACAO LTDA,74999808,7,4+,Entertainment,2017
Beach Bus Parking:Drive in Summer Vocations,1239001134,Free,0.0,0,MUHAMMAD PARWANA,165513216,6,4+,Simulation,2017
Escape Game Prison,1583872249,Free,4.4878,41,Hiroto Morita,145816576,11,4+,Puzzle,2021
Island Oasis Idle Tycoon,1244565299,Free,4.73332,15,Lucrative Gaming LLC,108700672,8,4+,Strategy,2017
Vandals,1341831522,$3.99 ,3.48837,43,ARTE France Apps,312702976,8,4+,Strategy,2018
Legend Defense - World Combat,1219799211,Free,4.0,4,Loi Le,105103360,7,4+,Strategy,2017
PokéNext,1135930137,Free,2.5,4,Stefano Russello,21569536,8,17+,Role Playing,2016
Merge ABC Battle Arena,1661427780,Free,3.8,5,Ahmad Ramli,111332352,12,4+,Strategy,2022
Reversi - Classic Board Games,1599266404,Free,2.16667,6,Infinitous Limited,44987392,8,4+,Strategy,2021
Arete: Battles of Alexander,6503917149,$9.99 ,4.84615,13,Vasilios Kalpakoglou,186155008,14.1,12+,Entertainment,2024
Pixel Shooting City Craft War,1571085938,Free,3.33333,3,Soban Mamoon,360047616,10,12+,Entertainment,2021
山海有妖獸,1499935811,Free,4.52381,21,JUN HAI NETWORK LIMITED,360820736,12,12+,Card,2021
Killer Shooter vs Deadly Zombi,1420863231,Free,2.33333,3,Pham Thanh,295292928,7,17+,Strategy,2018
Trash Truck: Junkyard Keeper,1618005817,Free,4.70587,17,"ALEKSPLEI, OOO",231847936,11,4+,Strategy,2022
Medieval Lords,6503947782,Free,2.66667,12,Aleksandrs Visnakovs,152597504,13,9+,Strategy,2024
Home Renovation: Merge Matters,6452049277,Free,4.11111,18,Lafi Al shammari,398823424,11,4+,Strategy,2023
Offroad Mania 4X4 : Car Games,1669311193,Free,3.0,2,ijaz arshad,192541696,13,9+,Strategy,2023
Battle Cards: Real-time PVP,1600226027,Free,3.82353,17,Rockbite LLC,170665984,10,9+,Strategy,2022
Starlight Tactics Unlimited,1281698592,Free,3.75,20,Escape Hatch Entertainment,776439808,7,9+,Strategy,2017
City Bus Tycoon,725198764,Free,5.0,3,Daniel Viktorin,20278272,12.2,4+,Strategy,2013
Chess Opener Lite,1489281014,Free,4.3125,16,Stanislav Basovnik,50492416,13.4,4+,Strategy,2020
barry's family run multiplayer,6478885910,Free,4.21053,19,soukaina hanouar,96043008,12,12+,Strategy,2024
City Traffic Control 3D: Car Driving Simulator,1212984005,Free,2.33333,6,Five River Solutions Private Limited,103079936,7,4+,Simulation,2017
Pickster.,6463188609,Free,4.83333,6,Pickster LLC,56663040,11,4+,Strategy,2023
Knight Joust Idle Tycoon,1280535470,Free,4.0,15,Lucrative Gaming LLC,104445952,8,9+,Adventure,2018
Santa Snake: Worm Snake Game,6737794432,Free,5.0,1,Muhammad Tariq,245538816,13,9+,Action,2024
World Cricket League Champions,1667832325,Free,2.52941,17,Ahmed Abdullah,235287552,11,4+,Strategy,2023
Hammer.io - Pixel IO Game,1465686395,Free,3.6875,16,文彬 李,168246272,12,4+,Strategy,2019
Bardbarian - GameClub,1360427099,Free,4.0,56,GameClub Inc.,136346624,10,9+,Strategy,2018
Jigsaw Puzzles: HD Puzzle Game,6466985353,Free,4.85714,49,泽民 卢,248757248,12,4+,Graphics & Design,2023
Cars Evolution - Idle Tycoon & Clicker Game,1253992789,Free,4.38462,13,Evolution Games GmbH,205685760,7,4+,Family,2017
Battle Heroes Run,6633433235,Free,0.0,0,Mustafa Akbaba,175617024,12.5,9+,Strategy,2024
Trader's Way Lite,580796152,Free,2.0,1,Jevgenijs Latisevs,43247616,8,17+,Board,2012
Epiko Regal,1576311776,Free,4.45,40,Wharf Street Studios Limited,248998912,13,9+,Card,2021
Twisted Flip,6476162211,Free,4.2807,57,Murat OZAYDIN,146477056,12,4+,Puzzle,2024
The rolling candy ball,1065763713,Free,4.55556,9,Wai Chin Ng,49277952,11,4+,Entertainment,2016
Mybots Royale RPG Robot Battle,6474639109,Free,3.8,15,Comadran Studios SLU,492396544,12,12+,Strategy,2023
Listen - Auditory Training,1031353626,Free,3.08333,12,Northeastern University,134825984,12,4+,Strategy,2017
My Little Army: Tower Defense,1499635076,Free,4.5,6,Icestone Ltd,47257600,11,9+,Strategy,2020
Cascading Stars - AI CCG,6504211228,Free,4.18182,11,Whales Entertainment,278467584,12,17+,Card,2024
Unite Guide,1579979211,Free,4.71429,7,RidinTheWave LLC,13838336,17,9+,Action,2021
Invisible Dragons,1073578968,Free,3.32,50,CONCEPT360 GmbH,93387776,8.3,4+,Strategy,2016
Grimfall Mobile,1359699990,Free,2.33333,3,Evil Grog Games GmbH,98399232,9.3,17+,Role Playing,2018
Luxury Apartment To Escape,1259748783,Free,3.84831,178,Mary Hunter,39916544,6.1,4+,Strategy,2017
Fishing for kids..,1184283166,Free,3.5,2,K.O. BOOBOO LAB LTD,63430656,15.1,4+,Strategy,2017
Eco inc.,1504760106,$0.29 ,4.67929,1768,GameFirst LLC,197469184,13,4+,Simulation,2020
Parkour GO Dash,6463001652,Free,4.33333,6,MOBASO,371254272,10,4+,Strategy,2023
Chess Clock - Free,1168352316,Free,5.0,2,Vicki Partridge,42799104,8,4+,Utilities,2016
Streaker Climb - Reach For The Sky!,982281197,Free,4.57143,7,Revolution Games Inc,81127424,6,12+,Entertainment,2015
Black Hole Attack Army Game,6463130855,Free,4.53846,13,SKILL KNIGHT STUDIOS PVT. LTD,174517248,12,9+,Entertainment,2023
Escape:Global Adventures,1414478183,Free,3.81696,224,Jacob Duffy,105432064,8,4+,Strategy,2018
Hexa Sort Puzzle Merge Games,6478404001,Free,4.26667,45,Muhammad Shahbaz,140218368,12,4+,Entertainment,2024
The Tapping Game,1471504242,Free,5.0,9,敏 周,26064896,10,4+,Casual,2019
"Cờ tướng - video thế cờ, cờ úp trên Youtube",1036931503,Free,4.0,15,Luc Trong Dao,11505664,6,4+,Games,2015
My Sweet Coffee Shop—Idle Game,6450677741,Free,2.07692,13,Digital Things Sociedad Limitada,754468864,12,4+,Simulation,2024
Brain Sharp - IQ Test,1510695062,Free,4.75439,57,Hanja Devi,22525952,11,4+,Strategy,2020
Nam Đế: Cờ Lau Dựng Nước,1159840538,Free,3.55556,9,NAM DE SOFTWARE COMPANY LIMITED,162801664,10,4+,Strategy,2016
EYE FACTORY - funny game,1435890771,Free,4.525,40,"BAIBAI, Inc.",92623872,11,12+,Strategy,2018
Improve English Grammar With Exercises Worksheets,1202261090,Free,0.0,0,pimporn rungratikunthorn,18513920,9,4+,Strategy,2017
Rich and Famous (EN),1491274904,Free,3.69231,13,"Indofun Technology Co., Limited",736047104,9,12+,Strategy,2020
다크서바이벌,1626940416,Free,4.54545,22,Byung kyu Min,342739968,12,9+,Action,2022
Cutthroat Pinochle+,947553508,$3.99 ,4.76437,174,"fishdog.net, LLC",53346304,12,4+,Strategy,2014
4 in a line,578075914,Free,0.0,0,Sylvain Becker,17452032,11,4+,Strategy,2012
Motor-cycle Stunt-Man Bike-r Highway X-Treme,954585274,Free,5.0,1,Jeffrey Nielsen,128208896,5.1,4+,Racing,2015
Adventure Company - GameClub,862880494,Free,4.64865,37,GameClub Inc.,72989696,11,9+,Puzzle,2014
Modern Commando Strike Mission,1611537109,Free,1.66667,3,Daud Amin,195978240,11,9+,Strategy,2022
Legion Commander - Art of War,1512475752,Free,3.5,8,Nicolas Gramlich,148828160,11,9+,Strategy,2020
Deadly Prison - Stickman Edition,1068038240,Free,2.33333,3,Debbie Castillo,26289152,5.1.1,17+,Strategy,2016
Tower Lord,1114816885,Free,5.0,2,Texas PFCG Aplicativos Ltda,47412224,6,4+,Puzzle,2016
Majestic Home Creation Pro,6476924430,Free,2.71429,7,OUMAIMA BOUGROUNE,81513472,11,4+,Puzzle,2024
Hunch,1440877874,Free,3.88889,18,Hope Media House Inc.,37441536,13.4,12+,Sports,2019
Epic Super Merge Dragons,1632891123,Free,5.0,9,Thai Hoa Technology and Media Solution Joint Stock Company,149843968,11,4+,Action,2022
Quasar Phase,757183886,Free,3.0,2,Enup Games Corporation,84749312,12,4+,Simulation,2014
Crush Your Enemies!,1083355074,$3.99 ,4.22222,18,Gambitious BV,303354880,8,12+,Strategy,2016
Power Grounds,842201143,$0.99 ,3.8,5,Diego Cathalifaud,6220800,8,9+,Adventure,2014
Tenno: Ultimate Ninja RPG,6475667180,Free,4.51163,43,Resurge Games FZ-LLC,199230464,13,12+,Strategy,2024
LoL Map,604702261,Free,5.0,1,Awesomeness LLC,21372928,6,4+,Strategy,2013
Tower Defense: The Last Realm,1459712530,Free,4.53659,41,Pham Quang,183352320,9,4+,Entertainment,2019
Tap Summoner,1162560453,Free,2.44444,9,FredBear Games LTD,295778304,6,9+,Entertainment,2017
Harvester idle : cut the weed,1461748666,Free,2.71429,7,Ksenia Aprelkova,80663552,9,4+,Puzzle,2019
Monsters Card Collector Game,6642653684,Free,4.48837,43,KUNHAR GAMES LTD,276852736,12,4+,Entertainment,2024
Platform Find Anomalies Game,6502451066,Free,2.44444,9,David Green,219544576,12,12+,Adventure,2024
Botwars: Crypto Trading Game,1446265744,Free,4.23076,13,Quazard Ltd,308712448,11,17+,Strategy,2020
Airplane Flight Simulator 2023,6447656238,Free,2.22222,9,Hamza Munawar,91107328,14,4+,Simulation,2023
Production Calc. for Anno 1800,1460572848,Free,4.75,24,Max Haertwig,5761024,14,4+,Strategy,2019
WW2 Battlefields Sim Lite,6479386863,Free,4.2,5,Cogoo Inc.,286766080,12,12+,Strategy,2024
Wild West Cowboy Shooting Game,6463623566,Free,1.33333,3,nauman aftab,221774848,12,12+,Strategy,2023
XO - TicTacToe on your Watch,975109274,Free,3.0,2,Fausto Ristagno,11897856,8,4+,Board,2015
Chain Reaction King,1530265281,Free,4.95833,24,Enthubit Systems Private Limited,162948096,11,4+,Entertainment,2020
mineNdefend,6739251320,Free,2.8,5,Shenal Mendis,135904256,12,12+,Strategy,2024
I.Q. - Test,407003328,Free,2.85714,7,Pedro Navarro,54369280,9,4+,Strategy,2017
Kingdom GO!,6447459537,Free,4.71053,38,Location Games Limited,322484224,11,4+,Strategy,2023
Hot Rolling : The Wheels Jump in The Sky,1162036488,Free,1.0,8,Aoi Sora,56381440,7,4+,Strategy,2017
Wars of the Roses,969868386,$4.99 ,4.42856,7,Hunted Cow Studios Ltd.,587069440,16.6,12+,Strategy,2015
黑白棋 Battle,493265094,Free,1.0,1,CHIA HO KUO,24680448,8,4+,Entertainment,2012
Block Them 3D,1594549366,Free,3.5,2,Oliver Rozsa,172657664,11,4+,Action,2021
Jewel Gem Puzzle: Match 3 Game,1169489064,Free,1.0,1,Kieu Van Tuan,185351168,6,4+,Education,2016
Guide & Code on Genshin Impact,1642140435,Free,2.35,20,Deniz Gueney,48432128,12,9+,Simulation,2022
حرب الخليج,1153192373,Free,5.0,1,ghasan shahbain,21829632,6,17+,Strategy,2016
Z Dawn,1491008987,Free,4.84999,20,"GoldenGod Games, Lda",236870656,10,9+,Strategy,2020
Border Patrol Cop Simulator,6470014416,Free,1.8,10,Muhammad Rashid,150670336,12,12+,Strategy,2024
Marble Maze Race,548965425,Free,3.8,5,Brian Byrd,44753920,11,4+,Strategy,2012
Little Legions NFT,1661103987,Free,4.5,2,TheCove Inc.,696296448,12,4+,Casual,2023
Toy Clash,1542175249,Free,4.43902,41,SAGI GAMES PTE. LTD.,261412864,10,9+,Strategy,2021
Simulator of USA,1200463183,Free,2.23529,17,OXIWYLE TOV,59841536,8.1,12+,Simulation,2017
"Tank Buster : Tank games, tank wars",1115556592,Free,1.0,2,Chienfu Huang,108136448,7,9+,Strategy,2016
Civil War: Bull Run 1861,972663971,$4.99 ,1.66667,3,Hunted Cow Studios Ltd.,295507968,16.6,12+,Strategy,2015
Epic Robot City Fighting,1418389332,Free,4.0,1,TRAN THI THO,229023744,6,17+,Strategy,2018
Isle of Skye,1326879265,$3.99 ,2.87037,54,Asmodee Digital,135823360,12,12+,Board,2018
Single Dad : Dream Family Sim,1525187570,Free,4.42856,7,BLEEDING EDGE STUDIO LTD,623434752,11,4+,Role Playing,2020
Summoners Arena: Idle RPG,1606480229,Free,2.78571,14,ONECHAIN TECHNOLOGY JOINT STOCK COMPANY,222479360,12,9+,Strategy,2022
Clash of Cats - Battle Arena,1576657878,Free,4.51724,29,Doan Thanh,72519680,12,4+,Strategy,2021
Judge Simulator Justices & Law,6739038711,Free,3.66667,3,Muhammad Qasim Ali,212421632,13,9+,Education,2024
SWAT Fly Car Shooting 3D,1351624649,Free,3.0,2,Nguyen Thuy Vuong,290197504,8.1,17+,Casino,2018
Dotastatz for Dota 2,1563611951,Free,3.6,5,Lester Tanwanjern,30382080,11.1,17+,Strategy,2021
Solitaire World Journey,6469087957,Free,4.79487,39,LINKDESKS PTE. LTD.,171488256,12.4,4+,Strategy,2023
Bit Idle Clicker,6473765805,Free,3.55556,9,"Ningbo Qunniao Technology Co., Ltd.",132174848,15,4+,Strategy,2024
Your Land. WHAT?!,1534950314,Free,3.39091,110,Giuseppe Basile,88883200,10,12+,Strategy,2020
World-Leaders,6443651923,Free,2.9,10,Eran Gindi,250489856,13,9+,Entertainment,2023
Holy Potatoes! A Spy Story?!,1446725273,$0.99 ,4.33333,33,Daylight Studios Pte. Ltd.,1178447872,8,9+,Strategy,2019
Aria Hokm,6449852226,Free,3.66667,6,Nima Gholamweisi,21052416,13,4+,Strategy,2023
Portal Submission Helper,919151648,Free,2.85714,7,Yuichi Sakashita,23580672,9,4+,Adventure,2014
Star Shoot VS,1470903929,Free,4.82927,41,flow Incorporated,213012480,12,4+,Strategy,2020
Blindfold Basketball,1118710103,Free,3.125,8,marty schultz,21728256,8,4+,Sports,2016
Desktop Tower Defense,1545369299,Free,3.2,25,Nils Asejevs,49774592,11,9+,Strategy,2020
Bawk Bawk Rush,6476261220,Free,3.84615,13,"BUILDING-BLOCKS NETWORK TECHNOLOGY CO.,LIMITED",183166976,12,12+,Casual,2024
Richman10,1503486239,$6.99 ,2.5,38,SOFTSTAR ENTERTAINMENT INC.,1198580736,9,4+,Casual,2020
LifePoint Tracker,590198757,Free,4.93333,15,Greg Smith,31376384,10.3,4+,Card,2013
Panzer War ：DE,1472858778,$5.99 ,4.16129,31,WINDYVERSE PTE. LTD.,2470767616,14,12+,Action,2019
Fleet.io,1534439507,Free,4.25,16,"Simplicial Software, LLC",68119552,10,9+,Strategy,2021
Jogo da velha!!! Tic Tac Toe,1063339683,Free,4.5,2,Mauro Romer,14702592,12,4+,Strategy,2015
Harvest Season: Idle Game,6446351257,Free,4.83333,12,Lev Doroguntsov,213708800,13,4+,Casual,2023
Bouquets the Game,6444901387,Free,4.76471,17,Perfect Hat Games LLC,148251648,11,4+,Strategy,2023
Seçim Oyunu 2023,6446906047,Free,4.46154,39,YETI BILISIM HIZMETLERI SANAYI VE TICARET LTD STI,454936576,12,4+,Entertainment,2023
Roll the Pigs,774848505,Free,4.88889,9,Andreas Renberg,28509184,6,4+,Entertainment,2013
Canasta: classic card game,6450382328,Free,4.41378,29,Paperboat Labs Private Limited,51972096,12,4+,Strategy,2023
AD3000 - Orion Master,1594792820,Free,4.53333,30,Jianfeng Wu,105303040,11,4+,Entertainment,2021
Insect.io Bug's Life Crisis,1271323165,Free,4.0,8,Vladimir Jirov,132990976,8,9+,Lifestyle,2017
Laundry Idle Arcade,1623232238,Free,1.9,10,BREW OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,97349632,11,4+,Strategy,2022
Crazy War,1167395259,Free,3.0,2,kailash mondal,54778880,6,4+,Strategy,2016
City Taxi Driving 2023,6451386673,Free,3.66667,3,Osama Shahzad,178790400,12,4+,Role Playing,2023
Cooking Stars,1190405134,Free,4.7619,42,Primerose Solutions LLP,312091648,11,4+,Strategy,2024
Blindfold Word Games,1066479244,Free,5.0,1,marty schultz,28946432,8,4+,Strategy,2016
Booking Master,6444558547,Free,3.0,4,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,88968192,11,4+,Strategy,2022
Money Wave,1617076702,Free,0.0,0,Kerem Akyuz,176930816,11,4+,Action,2022
Adventures of Megara 2,1534698753,Free,4.55882,34,Jetdogs Oy,1202080768,14,4+,Strategy,2020
Age of Dino,1641234828,Free,4.80952,21,GAMEPHILOS SINGAPORE PTE. LTD.,1790620672,14,17+,Strategy,2024
Here Be Dragons,1533722408,$2.99 ,4.0,22,Marek Panczyk,739025920,12.1,9+,Strategy,2021
风云天下OL-秘藏夺宝,579853996,Free,5.0,1,秋欣 黎,375403520,8,17+,Social Networking,2012
Ninja Fighting Street Games 3d,1542167748,Free,4.52778,36,Khushal Khan,107288576,12,12+,Action,2021
Intergalactic Solar System,1505399254,Free,4.0,19,Intergalactic Education LLC,154227712,11,4+,Strategy,2020
Puppet Football Cards Manager,1111139083,Free,4.125,8,NOXGAMES s.r.o.,188474368,8,9+,Sports,2018
GO! GO! Rangers! LITE,342654927,Free,4.22581,31,"IMAGIO Co.,Ltd.",9263739,3,4+,Strategy,2009
Idle Fort 3D!,1478241118,Free,4.73684,38,"YOMOB INTERNATIONAL CO., LTDVistra Corporate Services Centre",185472000,9,4+,Casual,2019
Space Takeover,1582310271,Free,2.8,5,Ara Berberyan,81028096,11,4+,Simulation,2021
Press Your Luck,980913473,Free,5.0,3,Andrew Boryk,3077120,8,4+,Casual,2015
Barnard's Star,1556427846,$3.99 ,4.66667,39,Pollywog Games,149028864,13,9+,Strategy,2022
Left Right Choose,942104112,Free,1.0,1,Andrew Boryk,543744,8.1,4+,Puzzle,2014
Water Sort Puzzle New 2022,1638671694,Free,4.63462,52,Thoai Tran,31186944,10,4+,Strategy,2022
Synthia Dog Clash - Fighting Game,1188629750,Free,3.5,4,sally wade,12706816,7,9+,Casual,2017
Hunters and gatherers,1595663121,Free,4.40815,49,Maksim Klimenko,102713344,11,4+,Board,2021
Card Three Kingdoms,959811020,Free,4.61538,13,MANASTONE INC.,269002752,7,4+,Entertainment,2015
Coin Time - Clicker,1369494237,Free,4.47368,19,Sergey Petruk,100013056,12,4+,Puzzle,2019
신삼국지 모바일,1353267865,Free,2.59259,54,Lingxi Interactive Entertainment Holding Limited,1563597824,9,12+,Strategy,2018
Kepler-2100,6478847770,Free,0.0,0,"Chongqing Feiyufei Animation co.,Ltd",467072000,10,9+,Simulation,2024
Viking Sword Fight,1561812230,Free,4.09677,31,"RL Technology, LLC",1018742784,12,4+,Puzzle,2021
Second World War Online,1552679159,Free,4.33333,9,Appscraft LLC,1382804480,11,12+,Entertainment,2021
Tram Tycoon,788506578,Free,3.0,2,Daniel Viktorin,21169152,12.2,4+,Simulation,2014
Rock Paper Scissors — with extension for iMessage,1252909776,Free,3.11111,9,Daru Limited,20301824,10,4+,Family,2017
Rune Mage 2,6468482482,Free,4.79167,24,"Hong Kong Xinzhan Software Technology Co., Limited",303030272,12,12+,Casual,2023
Idle Highway Toll,1489377701,Free,3.75,4,Emre Yapar,106908672,12,4+,Simulation,2019
Gods of Arena: Online Battles,1444349846,Free,3.94444,18,Web Entertainment Limited,85580800,8,9+,Action,2019
Time Wars!,1571256849,Free,0.0,0,Little Star Games Oy,164403200,11,9+,Strategy,2021
Pull Sticks,893791642,Free,5.0,3,FBF Sistemas LTDA,80098304,9,4+,Entertainment,2014
Kitchen Station Chef : Cook it,1517401535,Free,3.5,20,The Game Storm Studios Inc,167548928,11,4+,Casual,2020
myDream Universe - Build Solar,1447861806,$14.99 ,4.44987,798,Oscar Tsang,130532352,14,4+,Utilities,2019
Castle Defense King,1472708586,Free,4.71429,7,MOBIRIX,59885568,12,4+,Simulation,2020
Pool Cleaning Sim Games 24,6504627147,Free,3.67647,34,Muhammad Zeeshan,182951936,12,4+,Entertainment,2024
Beyond the Chiron Gate,1624155440,$9.99 ,4.66071,56,John Ayliff,108515328,11,12+,Strategy,2022
THE KING OF CHESS,838793046,Free,4.66667,3,MOBIRIX,26090496,11,4+,Board,2014
Nightmares TCG,1551857187,Free,4.36,25,Nightmares Gaming LLC,1481394176,16,9+,Card,2023
State War : Clash of World,1618944940,Free,4.0,6,Nirav Tank,107873280,12,4+,Entertainment,2022
Jelly Raid,6443903602,Free,4.0,3,CHEF GAME STUDIO YAZILIM TEKNOLOJILERI LIMITED SIRKETI,183159808,11,12+,Strategy,2022
Omi Sri Lankan Card Game,1100281380,Free,4.0,12,Nadeesha Chandrapala,24329216,13,4+,Entertainment,2016
OGame,1593395507,Free,2.78947,38,Gameforge 4D GmbH,408364032,12,4+,Strategy,2022
Combat Commander RSG,918293835,Free,4.75,12,Michael Kiefte,83112960,7.1,4+,Strategy,2015
Evolution 2048 Puzzle Deluxe,1317482062,Free,4.25,8,Nenoff UG (haftungsbeschraenkt),176518144,12,4+,Puzzle,2017
Dice With Friends - Yatzy King,1466075683,Free,2.4,5,Anivale Private Limited,45552640,12,4+,Board,2019
Emoji Match - Match the Emoji Test your IQ,1001505080,Free,4.7,10,Hung Kah Leow,18340864,5.1.1,4+,Puzzle,2015
层叠消融-挑战最强大脑5之燃烧吧大脑,1341862503,Free,3.3,10,继涛 张,43344896,7,4+,Strategy,2018
New Jewels Crush - Swipe and Smash Diamond Candy Quest,982382612,Free,1.5,4,CyberValue LLC,23910400,5.1.1,4+,Puzzle,2015
YourRoll,1584910676,Free,4.54545,22,YourRoll LLC,22948864,12.4,9+,Social Networking,2022
Tri Peaks Halloween,917102761,Free,3.5,6,Keith Adler Studios LLC,25304064,8,9+,Entertainment,2014
FreeSolitaire %,852326544,Free,4.5,10,锋 卿,21426176,7,4+,Entertainment,2014
Idle Goblin,1500387879,Free,4.75676,37,Heatherglade Ltd,353058816,11,4+,Strategy,2020
best mandala coloring book:free adult colors therapy stress relieving pages,1094629328,Free,5.0,2,Natthaya Sutthitham,10604544,8,4+,Strategy,2016
Satellite - Gravity Game,1447827395,Free,4.875,40,Basim Mekha,61705216,9,4+,Strategy,2018
Wild Squad: Animal Adventure,1492935354,Free,4.86667,60,Felix Izarra,293733376,10,4+,Strategy,2020
32 Hero - Touch the Numbers from 1 to 32,871111374,Free,4.69231,13,Erudite Education Group Limited,5406720,6,4+,Games,2014
Codex of Victory,1021213658,$4.99 ,3.67857,28,AKPublish pty. ltd.,1142851584,6,9+,Entertainment,2017
Missile Defence,1454774011,Free,3.5,8,Starblaze Technology Co. Ltd,97866752,11,4+,Action,2019
Renju Rules Gomoku,1499954884,Free,4.0,10,MOBIRIX,34096128,12,4+,Entertainment,2020
Sync-Ball,356277312,$0.99 ,4.82353,34,"Tozai, Inc.",9171968,12,4+,Strategy,2010
Mysterious Castle,465647954,$9.99 ,4.33333,24,Jeremy Jurksztowicz,177534976,13,9+,Role Playing,2011
Good Luck Run,1615386521,Free,2.71429,7,MAGLAB OYUN TEKNOLOJILERI BILISIM YAZILIM TASARIM YAYINCILIK TICARET A S,190682112,11,4+,Simulation,2022
Spray Ball – Brain Challenge,1191472850,Free,4.59999,10,CASUAL NINE SOCIEDAD LIMITADA,43273216,7,4+,Strategy,2017
Gravity Pipes - Slide Puzzle,1258137706,Free,4.44444,9,TEDRA SOFT SRL,83101696,10,4+,Entertainment,2017
Defence And War,1610305061,Free,3.5,2,TATSUMAKI GAMES INC.,843526144,11,4+,Strategy,2022
Crazy Cafe - Restaurant Game,6448278188,Free,4.70587,17,LUCKY FORTUNE PTE. LTD.,358702080,12.5,17+,Simulation,2023
تحدي الخليج,6470918611,Free,4.58824,17,Ali Alenezi,293370880,12,4+,Sports,2024
Smoosh Lab,1171418786,Free,4.64706,34,"CURIOUS MEDIA, INC.",183898112,12,12+,Strategy,2018
Wood Screw Pin Puzzle Game,6470749925,Free,3.2069,29,Muhammad Tufail Noor,98952192,12.4,4+,Strategy,2023
Ramp Car Stunt Racing Game 3D,1480525209,Free,4.0,8,Bilal Ahmad,164822016,11,4+,Strategy,2019
Sweet Crush Mania - 3 match puzzle Yummy Cookie Blast,1140968172,Free,5.0,1,虎龙 段,93566976,6,4+,Strategy,2016
sunny LA: trek to hollywood hills,1224333726,Free,3.76923,13,Zippy Brain Inc,92256256,8,9+,Simulation,2017
Zombie Survival : Last Day,1603884268,Free,4.0,3,ijaz arshad,272331776,12,17+,Action,2022
Sim Of World,1668551261,Free,1.2,5,Enes Babekoglu,60395520,13,9+,Role Playing,2023
Ozymandias,6473738116,$3.99 ,4.16667,18,GOBLINZ STUDIO,413607936,13,4+,Board,2024
Merge Craft!,1631829719,Free,4.66667,3,Mooncake Games Limited,515724288,10,9+,Strategy,2022
Triplets!,1551245829,Free,4.88889,45,Norman Basham,4123648,14,4+,Entertainment,2021
Hamster Evolution Clicker,1236206265,Free,4.72727,11,Evolution Games GmbH,168963072,7,4+,Family,2017
DarkBlood2 -The Cry of Souls-,1491605922,Free,4.79412,34,Koji Murakami,139695104,11,12+,Strategy,2020
CapRoyale,1538757559,Free,3.09091,11,Boa Ventures Yazilim Sanayi ve Ticaret Anonim Sirketi,417150976,11,12+,Strategy,2022
